,Term,Stem,wTFref,SType,Inn-Score,Inn-TF,Inn-wTF,Ope-Score,Ope-TF,Ope-wTF
1209,disruptive,disrupt,8.566411102068788e-06,raw,4.916779540977768,64.0,0.0011698471887109747,,,
1210,disrupt,disrupt,1.0708013877585985e-05,raw,1.6333651949719963,3.0,5.483658697082694e-05,,,
1211,disrupted,disrupt,1.0708013877585985e-05,raw,1.9210472674237773,4.0,7.311544929443592e-05,,,
1212,disruptor,disruptor,,noref,,4.0,7.311544929443592e-05,,,
1213,dissertation,dissert,,noref,,3.0,5.483658697082694e-05,,,
1214,distance,distanc,0.00023129309975585728,raw,-0.45849886670639683,8.0,0.00014623089858887184,,,
1215,distinction,distinct,8.780571379620508e-05,raw,0.2223782212617341,6.0,0.00010967317394165388,,,
1216,distinct,distinct,8.994731657172227e-05,raw,1.1145714015568287,15.0,0.0002741829348541347,,,
1217,distinguishes,distinguish,1.0708013877585985e-05,raw,1.6333651949719963,3.0,5.483658697082694e-05,,,
1218,distinguish,distinguish,4.0690452734826745e-05,raw,0.29836412823965613,3.0,5.483658697082694e-05,,,
1219,distinguished,distinguish,8.994731657172227e-05,raw,-0.20718443842549067,4.0,7.311544929443592e-05,,,
1220,distribute,distribut,1.2849616653103182e-05,raw,,,,3.668973531313161,10.0,0.0005038544868242052
1221,distributed,distribut,5.782327493896432e-05,raw,1.4133033101951946,13.0,0.00023762521020691672,2.4272603990043775,13.0,0.0006550108328714667
1222,distribution,distribut,0.00018203623591896175,raw,0.09943483504604088,11.0,0.00020106748555969876,0.9127212283930729,9.0,0.00045346903814178467
1223,divergent,diverg,1.2849616653103182e-05,raw,3.4879255654390815,23.0,0.0004204138334430065,,,
1224,diverse,divers,2.7840836081723563e-05,raw,1.5251516103317633,7.0,0.00012795203626526284,,,
1225,diversity,divers,2.7840836081723563e-05,raw,1.658683002956286,8.0,0.00014623089858887184,,,
1226,divided,divid,0.00011778815265344584,raw,-0.7645300778263743,3.0,5.483658697082694e-05,,,
1227,divine,divin,7.28144943675847e-05,raw,0.227268206555926,5.0,9.13943116180449e-05,,,
1228,dmitri,dmitri,,noref,,4.0,7.311544929443592e-05,,,
1229,dmitry,dmitri,,noref,,11.0,0.00020106748555969876,,,
1230,dmsms,dmsm,,noref,,3.0,5.483658697082694e-05,,,
1231,dna,dna,,noref,,4.0,7.311544929443592e-05,,,
1232,docks,dock,1.7132822204137576e-05,stem,1.1633615657262608,3.0,5.483658697082694e-05,,,
1233,doctoral,doctor,9.565825730643478e-05,stem,-0.04559878011071412,5.0,9.13943116180449e-05,,,
1234,doctorate,doctor,9.565825730643478e-05,stem,-0.5564244038767048,3.0,5.483658697082694e-05,,,
1235,documentation,document,6.424808326551591e-06,raw,2.431872891189768,4.0,7.311544929443592e-05,4.624484976340597,13.0,0.0006550108328714667
1236,documented,document,1.2849616653103182e-05,raw,1.4510436381780418,3.0,5.483658697082694e-05,3.8512950881071153,12.0,0.0006046253841890462
1237,document,document,2.7840836081723563e-05,raw,0.6778537499445598,3.0,5.483658697082694e-05,3.8890354160899623,27.0,0.0013604071144253539
1238,documents,document,4.0690452734826745e-05,raw,0.8091897520056469,5.0,9.13943116180449e-05,2.6116042011791,11.0,0.0005542399355066257
1239,doesn,doesn,,noref,,,,,3.0,0.00015115634604726154
1240,doll,doll,2.141602775517197e-05,raw,1.227900086863832,4.0,7.311544929443592e-05,,,
1241,dollars,dollar,0.00020773546922516812,raw,-0.8210822473312955,5.0,9.13943116180449e-05,,,
1242,domains,domain,6.424808326551591e-06,raw,2.837337999297932,6.0,0.00010967317394165388,,,
1243,domain,domain,1.9274424979654775e-05,raw,4.791153327860359,127.0,0.00232141551509834,2.347217691330841,4.0,0.00020154179472968206
1244,dominate,domin,1.7132822204137576e-05,raw,1.1633615657262608,3.0,5.483658697082694e-05,,,
1245,dominance,domin,2.355763053068917e-05,raw,1.132589907059507,4.0,7.311544929443592e-05,,,
1246,dominated,domin,4.283205551034394e-05,raw,,,,1.5487099951130696,4.0,0.00020154179472968206
1247,dominant,domin,0.00013920418040861782,raw,0.2723886418363954,10.0,0.0001827886232360898,0.37005499877142334,4.0,0.00020154179472968206
1248,don,don,4.925686383689553e-05,raw,0.9546067518641503,7.0,0.00012795203626526284,1.6320916040521207,5.0,0.0002519272434121026
1249,donald,donald,4.283205551034394e-05,raw,0.24707083385210565,3.0,5.483658697082694e-05,,,
1250,done,done,0.0006831712853899858,raw,-0.8484115618070763,16.0,0.0002924617971777437,-0.5276016535578385,8.0,0.0004030835894593641
1251,dorris,dorri,,noref,,23.0,0.0004204138334430065,,,
1252,dots,dot,2.355763053068917e-05,raw,1.3557334583737166,5.0,9.13943116180449e-05,,,
1253,dot,dot,2.7840836081723563e-05,raw,0.6778537499445598,3.0,5.483658697082694e-05,,,
1254,double,doubl,0.00011992975542896303,raw,-0.2717229595630619,5.0,9.13943116180449e-05,,,
1255,dozen,dozen,0.00011136334432689425,raw,-0.7084406111753309,3.0,5.483658697082694e-05,,,
1256,drafted,draft,1.0708013877585985e-05,raw,,,,2.6473222837811794,3.0,0.00015115634604726154
1257,drafting,draft,1.2849616653103182e-05,raw,,,,4.1389771605588965,16.0,0.0008061671789187282
1258,dramatically,dramat,2.141602775517197e-05,raw,0.940218014412051,3.0,5.483658697082694e-05,,,
1259,drastically,drastic,2.141602775517197e-05,raw,0.940218014412051,3.0,5.483658697082694e-05,,,
1260,drawings,draw,4.4973658285861136e-05,raw,0.891427850242619,6.0,0.00010967317394165388,2.5985321196117472,12.0,0.0006046253841890462
1261,drawing,draw,8.566411102068788e-05,raw,0.0647492770581511,5.0,9.13943116180449e-05,1.666493030769453,9.0,0.00045346903814178467
1262,draw,draw,0.00011992975542896303,raw,-0.4948665108772717,4.0,7.311544929443592e-05,,,
1263,drawn,drawn,0.0001499121942862038,raw,-0.7180100621914816,4.0,7.311544929443592e-05,,,
1264,dry,dri,0.0001456289887351694,raw,-0.46587897400401934,5.0,9.13943116180449e-05,,,
1265,drives,drive,1.2849616653103182e-05,raw,2.5496559268461514,9.0,0.0001645097609124808,2.9758263507532154,5.0,0.0002519272434121026
1266,driving,drive,0.00011350494710241145,raw,-0.0343416255860799,6.0,0.00010967317394165388,0.7972939064291485,5.0,0.0002519272434121026
1267,drive,drive,0.00022486829142930568,raw,0.7483270066019456,26.0,0.00047525042041383344,-0.3972001539422437,3.0,0.00015115634604726154
1268,driven,driven,9.423052212275668e-05,raw,1.4510436381780416,22.0,0.0004021349711193975,1.858864923416909,12.0,0.0006046253841890462
1269,driver,driver,0.00010493853600034265,raw,0.04412998985541527,6.0,0.00010967317394165388,,,
1270,drucker,drucker,,noref,,9.0,0.0001645097609124808,,,
1271,drug,drug,5.139846661241273e-05,raw,1.0455785300698772,8.0,0.00014623089858887184,,,
1272,dual,dual,1.9274424979654775e-05,raw,2.144190818737987,9.0,0.0001645097609124808,,,
1273,duchamp,duchamp,,noref,,3.0,5.483658697082694e-05,,,
1274,duchy,duchi,,noref,,4.0,7.311544929443592e-05,,,
1275,due,due,0.000304107594123442,raw,0.3238579770658758,23.0,0.0004204138334430065,1.3803746802938548,24.0,0.0012092507683780923
1276,duplication,duplic,1.7132822204137576e-05,raw,,,,2.1773186545354437,3.0,0.00015115634604726154
1277,dupont,dupont,1.0708013877585985e-05,raw,1.6333651949719963,3.0,5.483658697082694e-05,,,
1278,duration,durat,2.355763053068917e-05,raw,1.3557334583737166,5.0,9.13943116180449e-05,,,
1279,dvd,dvd,,noref,,3.0,5.483658697082694e-05,,,
1280,dvds,dvd,,noref,,3.0,5.483658697082694e-05,,,
1281,dvorkovich,dvorkovich,,noref,,3.0,5.483658697082694e-05,,,
1282,dynamics,dynam,8.566411102068788e-06,raw,3.322845815079633,13.0,0.00023762521020691672,,,
1283,dynamic,dynam,4.4973658285861136e-05,raw,1.4022534740086097,10.0,0.0001827886232360898,1.905384939051802,6.0,0.0003023126920945231
1284,dynasty,dynasti,1.0708013877585985e-05,raw,4.118271844759996,36.0,0.0006580390436499232,,,
1285,dynasties,dynasti,1.0708013877585985e-05,stem,2.1441908187379872,5.0,9.13943116180449e-05,,,
1286,early,earli,0.0007838266158392941,raw,1.0290492281186667,120.0,0.0021934634788330775,0.2512468476997947,20.0,0.0010077089736484103
1287,earlier,earlier,0.00031267400522551076,raw,-0.3545091531823492,12.0,0.00021934634788330776,-0.43916435304127577,4.0,0.00020154179472968206
1288,earliest,earliest,4.711526106137834e-05,raw,2.5496559268461514,33.0,0.0006032024566790963,,,
1289,earth,earth,0.00032124041632757954,raw,-1.2570065629241685,5.0,9.13943116180449e-05,-0.7538750978809762,3.0,0.00015115634604726154
1290,easy,easi,0.00026555874416413244,raw,-1.0666528344329496,5.0,9.13943116180449e-05,,,
1291,easier,easier,0.00010922174155137706,raw,0.2918067276934971,8.0,0.00014623089858887184,,,
1292,easily,easili,0.00022915149698034008,raw,-0.582727866668606,7.0,0.00012795203626526284,0.970225722873264,12.0,0.0006046253841890462
1293,east,east,0.00039191330791964706,raw,-0.4262380044881755,14.0,0.0002559040725305257,,,
1294,eastern,eastern,6.85312888165503e-05,raw,0.6243650649935737,7.0,0.00012795203626526284,1.0787063658673341,4.0,0.00020154179472968206
1295,eclipse,eclips,8.566411102068788e-06,stem,,,,3.15814790754717,4.0,0.00020154179472968206
1296,ecma,ecma,,noref,,,,,4.0,0.00020154179472968206
1297,eco,eco,,noref,,30.0,0.0005483658697082694,,,
1298,ecoinnovation,ecoinnov,,noref,,3.0,5.483658697082694e-05,,,
1299,ecological,ecolog,,noref,,9.0,0.0001645097609124808,,,
1300,ecology,ecolog,,noref,,3.0,5.483658697082694e-05,,15.0,0.0007557817302363078
1301,economically,econom,2.355763053068917e-05,raw,1.132589907059507,4.0,7.311544929443592e-05,,,
1302,economics,econom,3.640724718379235e-05,raw,3.0721775903753334,43.0,0.0007859910799151861,1.7112289246108445,4.0,0.00020154179472968206
1303,economic,econom,0.0005204094744506789,raw,1.2258403539008211,97.0,0.0017730496453900709,0.23003582166815814,13.0,0.0006550108328714667
1304,economies,economi,1.4991219428620379e-05,raw,2.144190818737987,7.0,0.00012795203626526284,,,
1305,economy,economi,0.00016918661926585858,raw,2.156769600944847,80.0,0.0014623089858887184,0.3981379675142488,5.0,0.0002519272434121026
1306,economists,economist,1.0708013877585985e-05,raw,2.1441908187379872,5.0,9.13943116180449e-05,,,
1307,economist,economist,1.2849616653103182e-05,raw,2.7503266223083025,11.0,0.00020106748555969876,,,
1308,ecosystem,ecosystem,,noref,,9.0,0.0001645097609124808,,,
1309,eds,ed,,noref,,16.0,0.0002924617971777437,,,
1310,eda,eda,,noref,,,,,3.0,0.00015115634604726154
1311,edge,edg,0.00016704501649034137,raw,0.09006708504244086,10.0,0.0001827886232360898,-0.09994863047431214,3.0,0.00015115634604726154
1312,edison,edison,6.424808326551591e-06,raw,3.2428031074060963,9.0,0.0001645097609124808,,,
1313,edited,edit,1.4991219428620379e-05,raw,1.807718582116774,5.0,9.13943116180449e-05,,,
1314,editions,edit,2.141602775517197e-05,raw,1.227900086863832,4.0,7.311544929443592e-05,,,
1315,edition,edit,7.92393026941363e-05,raw,0.3250323753218174,6.0,0.00010967317394165388,,,
1316,editors,editor,3.854884995930955e-05,raw,0.3524313495099318,3.0,5.483658697082694e-05,,,
1317,editor,editor,0.00016490341371482416,raw,-0.8133202419958063,4.0,7.311544929443592e-05,,,
1318,edizioni,edizioni,,noref,,3.0,5.483658697082694e-05,,,
1319,edu,edu,,noref,,3.0,5.483658697082694e-05,,,
1320,educational,educ,0.0001499121942862038,raw,0.19828066968267363,10.0,0.0001827886232360898,,,
1321,education,educ,0.00045830299396068015,raw,0.5394149194096979,43.0,0.0007859910799151861,-0.2619179584193681,7.0,0.0003526981407769436
1322,edward,edward,9.637212489827387e-05,raw,-0.5638593823642232,3.0,5.483658697082694e-05,,,
1323,effectiveness,effect,6.85312888165503e-05,raw,0.981040008932306,10.0,0.0001827886232360898,,,
1324,effectively,effect,7.92393026941363e-05,raw,0.8358579990878081,10.0,0.0001827886232360898,0.6458422835710551,3.0,0.00015115634604726154
1325,effects,effect,0.00023129309975585728,raw,1.0455785300698772,36.0,0.0006580390436499232,-0.13768895845715912,4.0,0.00020154179472968206
1326,effective,effect,0.0002762667580417184,raw,0.5032542392445155,25.0,0.00045697155809022445,0.4955600805217173,9.0,0.00045346903814178467
1327,effect,effect,0.000456161391185163,raw,0.07873551903289075,27.0,0.0004935292827374424,-1.1045319694941456,3.0,0.00015115634604726154
1328,efficacy,efficaci,1.9274424979654775e-05,raw,1.0455785300698772,3.0,5.483658697082694e-05,,,
1329,efficiently,effici,1.7132822204137576e-05,raw,1.6741871894922513,5.0,9.13943116180449e-05,,,
1330,efficient,effici,6.85312888165503e-05,raw,1.3175122455535189,14.0,0.0002559040725305257,1.3018499171815439,5.0,0.0002519272434121026
1331,efficiency,effici,0.00010708013877585985,raw,1.2766902510332638,21.0,0.00038385610879578853,,,
1332,efforts,effort,0.000271983552490684,raw,-0.6205547260407683,8.0,0.00014623089858887184,0.7118560938869495,11.0,0.0005542399355066257
1333,effort,effort,0.00031053240244999355,raw,-0.6353183463463681,9.0,0.0001645097609124808,0.48399925812064126,10.0,0.0005038544868242052
1334,egovernment,egovern,,noref,,,,,10.0,0.0005038544868242052
1335,egypt,egypt,2.9982438857240758e-05,raw,2.4495724682891686,19.0,0.0003472983841485706,,,
1336,eight,eight,0.0002227266886537885,raw,-1.1139057192834951,4.0,7.311544929443592e-05,,,
1337,eii,eii,,noref,,4.0,7.311544929443592e-05,,,
1338,einstein,einstein,6.424808326551591e-06,raw,2.9914886791251902,7.0,0.00012795203626526284,,,
1339,einsteinian,einsteinian,,noref,,3.0,5.483658697082694e-05,,,
1340,either,either,0.000608215188246884,raw,-0.28590759455501835,25.0,0.00045697155809022445,0.3423870134421801,17.0,0.0008565526276011488
1341,electricity,electr,5.5681672163447126e-05,raw,1.5941444818187147,15.0,0.0002741829348541347,,,
1342,electrical,electr,9.851372767379107e-05,raw,0.7134446950472625,11.0,0.00020106748555969876,0.42811879972618466,3.0,0.00015115634604726154
1343,electric,electr,0.0001456289887351694,raw,1.6135625676758165,40.0,0.0007311544929443592,0.03725249103917299,3.0,0.00015115634604726154
1344,electromagnetic,electromagnet,,noref,,8.0,0.00014623089858887184,,,
1345,electron,electron,6.210648048999872e-05,raw,-0.12449272258037747,3.0,5.483658697082694e-05,,,
1346,electronics,electron,6.85312888165503e-05,raw,1.076350188736631,11.0,0.00020106748555969876,2.5256253488036595,17.0,0.0008565526276011488
1347,electronic,electron,0.0001456289887351694,raw,1.3904190163616068,32.0,0.0005849235943554873,1.8830791815375036,19.0,0.0009573235249659898
1348,element,element,0.00011136334432689425,raw,0.2723886418363954,8.0,0.00014623089858887184,1.6047994617641133,11.0,0.0005542399355066257
1349,elements,element,0.00022915149698034008,raw,0.8035664944512847,28.0,0.0005118081450610514,0.5647606147650998,8.0,0.0004030835894593641
1350,elevator,elev,2.5699233306206364e-05,raw,1.0455785300698772,4.0,7.311544929443592e-05,,,
1351,eliminating,elimin,3.212404163275796e-05,raw,0.5347529063038865,3.0,5.483658697082694e-05,,,
1352,eliminate,elimin,5.5681672163447126e-05,raw,,,,1.2863457306455786,4.0,0.00020154179472968206
1353,elite,elit,2.7840836081723563e-05,raw,2.0641481110644504,12.0,0.00021934634788330776,,,
1354,elliot,elliot,,noref,,3.0,5.483658697082694e-05,,,
1355,else,els,0.0003769220884910267,raw,-1.927680887632055,3.0,5.483658697082694e-05,,,
1356,email,email,,noref,,4.0,7.311544929443592e-05,,,
1357,embedded,embed,8.566411102068788e-06,raw,1.856508746286206,3.0,5.483658697082694e-05,3.15814790754717,4.0,0.00020154179472968206
1358,embrace,embrac,2.7840836081723563e-05,raw,1.1886793737105505,5.0,9.13943116180449e-05,,,
1359,emergence,emerg,6.424808326551591e-06,raw,,,,3.445829979998951,4.0,0.00020154179472968206
1360,emerges,emerg,1.9274424979654775e-05,raw,1.0455785300698772,3.0,5.483658697082694e-05,,,
1361,emerging,emerg,3.212404163275796e-05,raw,3.3481636230639227,50.0,0.0009139431161804489,2.241857175673015,6.0,0.0003023126920945231
1362,emerge,emerg,3.854884995930955e-05,raw,1.3332606025216582,8.0,0.00014623089858887184,,,
1363,emerged,emerg,5.5681672163447126e-05,raw,1.0833188580527242,9.0,0.0001645097609124808,,,
1364,eminence,emin,8.566411102068788e-06,raw,2.5496559268461514,6.0,0.00010967317394165388,,,
1365,eminent,emin,1.9274424979654775e-05,raw,1.8928763904570807,7.0,0.00012795203626526284,,,
1366,emissions,emiss,6.85312888165503e-05,stem,-0.2229327953936299,3.0,5.483658697082694e-05,,,
1367,emitting,emit,6.424808326551591e-06,stem,2.6550164425039777,5.0,9.13943116180449e-05,,,
1368,emotions,emot,9.208891934723948e-05,raw,-0.5183970082874659,3.0,5.483658697082694e-05,,,
1369,emotional,emot,0.0001456289887351694,raw,-0.46587897400401934,5.0,9.13943116180449e-05,,,
1370,emphasize,emphas,4.283205551034394e-05,raw,0.7578964576180964,5.0,9.13943116180449e-05,1.2610279226612886,3.0,0.00015115634604726154
1371,emphasis,emphasi,0.00012421296097999744,raw,0.28097238552778686,9.0,0.0001645097609124808,,,
1372,emphasise,emphasis,,noref,,3.0,5.483658697082694e-05,,,
1373,empirically,empir,1.0708013877585985e-05,raw,1.9210472674237773,4.0,7.311544929443592e-05,,,
1374,empire,empir,4.711526106137834e-05,raw,4.2122036645942,174.0,0.003180522044307962,,,
1375,empirical,empir,4.925686383689553e-05,raw,2.05321904053226,21.0,0.00038385610879578853,,,
1376,employs,employ,1.9274424979654775e-05,raw,1.0455785300698772,3.0,5.483658697082694e-05,2.347217691330841,4.0,0.00020154179472968206
1377,employing,employ,2.141602775517197e-05,raw,1.227900086863832,4.0,7.311544929443592e-05,,,
1378,employ,employ,2.5699233306206364e-05,raw,1.268722081384087,5.0,9.13943116180449e-05,,,
1379,employment,employ,0.00010065533044930826,raw,-0.319662421852181,4.0,7.311544929443592e-05,,,
1380,employed,employ,0.00010493853600034265,raw,0.3318120623071963,8.0,0.00014623089858887184,,,
1381,employee,employe,5.139846661241273e-05,raw,0.9120471374453545,7.0,0.00012795203626526284,,,
1382,employees,employe,0.000141345783184135,raw,1.4202719795112881,32.0,0.0005849235943554873,,,
1383,empower,empow,,noref,,4.0,7.311544929443592e-05,,,
1384,empowerment,empower,,noref,,,,,6.0,0.0003023126920945231
1385,enables,enabl,1.9274424979654775e-05,raw,1.8928763904570807,7.0,0.00012795203626526284,3.358818603009321,11.0,0.0005542399355066257
1386,enabled,enabl,2.5699233306206364e-05,raw,1.0455785300698772,4.0,7.311544929443592e-05,,,
1387,enabling,enabl,2.7840836081723563e-05,raw,1.1886793737105505,5.0,9.13943116180449e-05,2.2026364625197337,5.0,0.0002519272434121026
1388,enable,enabl,4.925686383689553e-05,raw,0.6181345152429376,5.0,9.13943116180449e-05,2.661711021233279,14.0,0.0007053962815538873
1389,encompasses,encompass,7.4956097143101896e-06,stem,2.2777222113625095,4.0,7.311544929443592e-05,,,
1390,encompass,encompass,8.566411102068788e-06,raw,,,,2.870465835095389,3.0,0.00015115634604726154
1391,encouragement,encourag,2.9982438857240758e-05,raw,2.5008657626767192,20.0,0.0003655772464721796,,,
1392,encouraging,encourag,4.925686383689553e-05,raw,1.088138144488673,8.0,0.00014623089858887184,,,
1393,encouraged,encourag,6.210648048999872e-05,raw,0.7228051378068261,7.0,0.00012795203626526284,,,
1394,encourage,encourag,9.851372767379107e-05,raw,0.9546067518641503,14.0,0.0002559040725305257,1.12126598028613,6.0,0.0003023126920945231
1395,encyclop,encyclop,,noref,,7.0,0.00012795203626526284,,,
1396,encyclopaedia,encyclopaedia,,noref,,3.0,5.483658697082694e-05,,,
1397,encyclopedias,encyclopedia,,noref,,5.0,9.13943116180449e-05,,,
1398,ended,end,0.00012849616653103183,raw,-0.5638593823642232,4.0,7.311544929443592e-05,,,
1399,end,end,0.0008759155351865336,raw,-0.5022285073183408,29.0,0.0005300870073846604,0.23547520486268428,22.0,0.0011084798710132514
1400,endeavors,endeavor,1.0708013877585985e-05,raw,1.6333651949719963,3.0,5.483658697082694e-05,,,
1401,energy,energi,0.0002141602775517197,raw,1.3676620292389905,46.0,0.000840827666886013,0.8555628145531243,10.0,0.0005038544868242052
1402,enforceable,enforc,2.8376236775602862e-05,stem,,,,2.1835882675490392,5.0,0.0002519272434121026
1403,engaging,engag,1.7132822204137576e-05,raw,1.6741871894922513,5.0,9.13943116180449e-05,,,
1404,engage,engag,2.9982438857240758e-05,raw,0.891427850242619,4.0,7.311544929443592e-05,,,
1405,engagement,engag,4.711526106137834e-05,raw,0.1517606540477808,3.0,5.483658697082694e-05,2.7061627838041127,14.0,0.0007053962815538873
1406,engines,engin,3.640724718379235e-05,raw,1.6135625676758165,10.0,0.0001827886232360898,,,
1407,engineers,engin,7.06728915920675e-05,raw,0.9502683502655526,10.0,0.0001827886232360898,1.9642254390747356,10.0,0.0005038544868242052
1408,engineer,engin,8.994731657172227e-05,raw,0.4859627421344547,8.0,0.00014623089858887184,0.8067726503836924,4.0,0.00020154179472968206
1409,engineering,engin,9.851372767379107e-05,raw,1.4510436381780416,23.0,0.0004204138334430065,2.661711021233279,28.0,0.0014107925631077745
1410,engine,engin,0.00010708013877585985,raw,1.227900086863832,20.0,0.0003655772464721796,,,
1411,england,england,0.0003298068274296483,raw,-1.5064674225557515,4.0,7.311544929443592e-05,,,
1412,english,english,0.00041761254122585345,raw,-0.03776628646744411,22.0,0.0004021349711193975,,,
1413,enhance,enhanc,1.0708013877585985e-05,raw,2.1441908187379872,5.0,9.13943116180449e-05,,,
1414,enhanced,enhanc,1.0708013877585985e-05,raw,2.1441908187379872,5.0,9.13943116180449e-05,2.93500435623296,4.0,0.00020154179472968206
1415,enhancement,enhanc,1.0708013877585985e-05,stem,1.9210472674237773,4.0,7.311544929443592e-05,,,
1416,enlightenment,enlighten,1.0708013877585985e-05,stem,2.731977483640106,9.0,0.0001645097609124808,,,
1417,enough,enough,0.0009208891934723947,raw,-1.434687740161621,12.0,0.00021934634788330776,-0.5077420283420675,11.0,0.0005542399355066257
1418,ensure,ensur,1.7132822204137576e-05,raw,2.2619738543943706,9.0,0.0001645097609124808,2.6881442783014347,5.0,0.0002519272434121026
1419,ensures,ensur,1.7132822204137576e-05,stem,,,,2.465000726987225,4.0,0.00020154179472968206
1420,entail,entail,1.0708013877585985e-05,raw,1.6333651949719963,3.0,5.483658697082694e-05,,,
1421,entering,enter,5.139846661241273e-05,raw,0.5755749008241418,5.0,9.13943116180449e-05,,,
1422,enter,enter,0.00016704501649034137,raw,-0.015293430615385498,9.0,0.0001645097609124808,,,
1423,enterprises,enterpris,2.9982438857240758e-05,raw,1.4510436381780416,7.0,0.00012795203626526284,2.128528490366012,5.0,0.0002519272434121026
1424,enterprise,enterpris,6.638968604103311e-05,raw,0.7896451559326765,8.0,0.00014623089858887184,1.9213852803982432,9.0,0.00045346903814178467
1425,entertainment,entertain,6.210648048999872e-05,raw,0.9741195660877322,9.0,0.0001645097609124808,,,
1426,entirely,entir,0.00019488585257206492,raw,-0.574909218550808,6.0,0.00010967317394165388,0.5931985500856333,7.0,0.0003526981407769436
1427,entire,entir,0.0003190988135520624,raw,-0.374848837419472,12.0,0.00021934634788330776,-0.45950403727839856,4.0,0.00020154179472968206
1428,entities,entiti,2.355763053068917e-05,raw,1.5380550151676715,6.0,0.00010967317394165388,,,
1429,entrepreneur,entrepreneur,1.2849616653103182e-05,raw,1.9618692619440323,5.0,9.13943116180449e-05,,,
1430,entrepreneurs,entrepreneur,1.2849616653103182e-05,stem,1.9618692619440323,5.0,9.13943116180449e-05,,,
1431,entrepreneurial,entrepreneuri,,noref,,5.0,9.13943116180449e-05,,,
1432,entry,entri,5.5681672163447126e-05,raw,0.6778537499445598,6.0,0.00010967317394165388,,,
1433,environments,environ,8.566411102068788e-06,raw,2.9551210349543156,9.0,0.0001645097609124808,,,
1434,environment,environ,9.208891934723948e-05,raw,2.4083423937795736,56.0,0.0010236162901221028,1.594172369189827,9.0,0.00045346903814178467
1435,environmental,environment,1.4991219428620379e-05,raw,3.3337748856118234,23.0,0.0004204138334430065,2.3108500471599664,3.0,0.00015115634604726154
1436,envision,envis,6.424808326551591e-06,raw,2.1441908187379872,3.0,5.483658697082694e-05,,,
1437,epc,epc,,noref,,5.0,9.13943116180449e-05,,,
1438,equality,equal,2.5699233306206364e-05,raw,1.0455785300698772,4.0,7.311544929443592e-05,,,
1439,equally,equal,0.00013277937208206622,raw,-0.5966492051872141,4.0,7.311544929443592e-05,0.6404514349361787,5.0,0.0002519272434121026
1440,equal,equal,0.00019274424979654774,raw,-1.2570065629241685,3.0,5.483658697082694e-05,0.044632598336795434,4.0,0.00020154179472968206
1441,equation,equat,7.06728915920675e-05,raw,0.03397761839139744,4.0,7.311544929443592e-05,,,
1442,equipment,equip,0.00035764766351137193,raw,-0.6712179006847224,10.0,0.0001827886232360898,0.11959563681025069,8.0,0.0004030835894593641
1443,equivalent,equival,9.851372767379107e-05,raw,0.3949909639287278,8.0,0.00014623089858887184,,,
1444,era,era,6.424808326551591e-05,raw,0.352431349509932,5.0,9.13943116180449e-05,0.8555628145531241,3.0,0.00015115634604726154
1445,erectus,erectu,,noref,,3.0,5.483658697082694e-05,,,
1446,eric,eric,6.424808326551591e-06,raw,4.264454354938078,25.0,0.00045697155809022445,4.54444226866706,12.0,0.0006046253841890462
1447,ernest,ernest,2.141602775517197e-05,raw,0.940218014412051,3.0,5.483658697082694e-05,,,
1448,ernst,ernst,1.0708013877585985e-05,raw,1.6333651949719963,3.0,5.483658697082694e-05,,,
1449,error,error,7.70976999186191e-05,raw,0.3524313495099318,6.0,0.00010967317394165388,,,
1450,errors,error,9.423052212275668e-05,raw,-0.2537044540603836,4.0,7.311544929443592e-05,,,
1451,escapement,escap,4.925686383689553e-05,stem,0.10730889147694697,3.0,5.483658697082694e-05,,,
1452,especially,especi,0.00034693964963378594,raw,0.23464831385354845,24.0,0.0004386926957666155,-0.5431540665653235,4.0,0.00020154179472968206
1453,espionage,espionag,1.0708013877585985e-05,raw,2.1441908187379872,5.0,9.13943116180449e-05,,,
1454,essay,essay,4.0690452734826745e-05,raw,0.9915113087996015,6.0,0.00010967317394165388,,,
1455,essentially,essenti,0.00010065533044930826,raw,0.08580268625598327,6.0,0.00010967317394165388,0.694294666957002,4.0,0.00020154179472968206
1456,essential,essenti,0.00017346982481689297,raw,0.14763693686391857,11.0,0.00020106748555969876,1.4027560824899898,14.0,0.0007053962815538873
1457,establishing,establish,5.5681672163447126e-05,raw,-0.015293430615385498,3.0,5.483658697082694e-05,,,
1458,establish,establish,0.00012421296097999744,raw,0.28097238552778686,9.0,0.0001645097609124808,0.48399925812064115,4.0,0.00020154179472968206
1459,established,establish,0.00023129309975585728,raw,0.8632569732759227,30.0,0.0005483658697082694,0.42192682947826365,7.0,0.0003526981407769436
1460,estimate,estim,8.352250824517069e-05,raw,-0.42075853872354974,3.0,5.483658697082694e-05,,,
1461,estimated,estim,0.0001434873859596522,raw,-0.9618895119848695,3.0,5.483658697082694e-05,,,
1462,estonia,estonia,,noref,,6.0,0.00010967317394165388,,,
1463,ether,ether,6.424808326551591e-06,stem,2.1441908187379872,3.0,5.483658697082694e-05,,,
1464,ethics,ethic,4.0690452734826745e-05,raw,1.9723405618113277,16.0,0.0002924617971777437,1.3123212170488392,3.0,0.00015115634604726154
1465,ethical,ethic,6.210648048999872e-05,raw,-0.12449272258037747,3.0,5.483658697082694e-05,1.582611546788751,6.0,0.0003023126920945231
1466,ethiopia,ethiopia,,noref,,4.0,7.311544929443592e-05,,,
